Participants,Type of Meal,Date of Meal,Meal Price,Year,Day of The Month,Day of The Week
['Eric Battles'],Lunch,2017-06-28 13:00:00+02:00,101,2017,26,Monday
['Eric Battles'],Lunch,2014-12-25 12:00:00+01:00,29,2014,24,Wednesday
['Sergio Mathews'],Breakfast,2016-03-11 09:00:00+01:00,512,2016,10,Thursday
['Sergio Mathews'],Dinner,2018-01-13 21:00:00+01:00,400,2018,18,Thursday
['Eric Battles'],Breakfast,2018-06-05 07:00:00+02:00,35,2018,1,Friday
['Eric Battles'],Breakfast,2017-11-23 07:00:00+01:00,136,2017,25,Saturday
['Eric Battles'],Dinner,2016-05-20 22:00:00+02:00,204,2016,25,Wednesday
['David Sparks' 'Bennie James'],Breakfast,2014-10-26 08:00:00+01:00,232,2014,26,Sunday
['David Sparks'],Lunch,2016-05-24 12:00:00+02:00,165,2016,25,Wednesday
['David Sparks'],Breakfast,2014-07-20 08:00:00+02:00,805,2014,22,Tuesday
['Bennie James'],Breakfast,2014-11-28 07:00:00+01:00,171,2014,26,Wednesday
['Bennie James'],Dinner,2014-07-29 20:00:00+02:00,123,2014,26,Saturday
['Robert Mcauley' 'Bennie James'],Breakfast,2014-12-13 09:00:00+01:00,462,2014,15,Monday
['Bennie James' 'David Sparks'],Dinner,2017-05-19 20:00:00+02:00,146,2017,21,Sunday
['Bennie James'],Breakfast,2015-05-21 07:00:00+02:00,11,2015,19,Tuesday
['David Sparks'],Breakfast,2015-07-18 07:00:00+02:00,834,2015,19,Sunday
['Robert Mcauley' 'David Sparks'],Dinner,2016-01-29 20:00:00+01:00,600,2016,1,Monday
['David Sparks'],Dinner,2018-06-20 20:00:00+02:00,773,2018,21,Thursday
['Maria Franklin'],Dinner,2017-10-01 21:00:00+02:00,635,2017,1,Sunday
['Robin Davis' 'Maria Franklin' 'Julie Shepherd' 'Mary Jones'],Lunch,2016-12-05 12:00:00+01:00,554,2016,2,Friday
['Maria Franklin' 'Paula Desantis'],Dinner,2018-05-11 21:00:00+02:00,335,2018,12,Saturday
['Maria Franklin'],Dinner,2015-10-24 21:00:00+02:00,371,2015,25,Sunday
['Robin Davis'],Dinner,2014-10-29 22:00:00+01:00,624,2014,30,Thursday
"['Paula Desantis' 'Mary Jones' 'Robin Davis' 'Julie Shepherd'
 'Maria Franklin']",Dinner,2015-07-02 22:00:00+02:00,460,2015,29,Monday
['Paula Desantis' 'Julie Shepherd' 'Robin Davis'],Dinner,2015-11-05 20:00:00+01:00,619,2015,5,Thursday
['Mary Jones'],Dinner,2017-03-29 21:00:00+02:00,212,2017,28,Tuesday
['Julie Shepherd' 'Mary Jones' 'Robin Davis'],Lunch,2017-08-22 13:00:00+02:00,631,2017,21,Monday
['Maria Franklin' 'Robin Davis' 'Mary Jones' 'Paula Desantis' 'Dean Moore'],Lunch,2016-10-15 14:00:00+02:00,41,2016,19,Wednesday
['Maria Franklin' 'Mary Jones' 'Paula Desantis' 'Robin Davis'],Lunch,2017-09-01 12:00:00+02:00,698,2017,30,Wednesday
['Dean Moore'],Dinner,2018-08-17 20:00:00+02:00,914,2018,17,Friday
['Dean Moore' 'Robin Davis' 'Maria Franklin' 'Mary Jones'],Breakfast,2015-09-28 08:00:00+02:00,659,2015,2,Friday
"['Paula Desantis' 'Julie Shepherd' 'Dean Moore' 'Robin Davis'
 'Maria Franklin']",Breakfast,2018-12-30 09:00:00+01:00,698,2018,26,Wednesday
['Dean Moore'],Dinner,2015-11-22 21:00:00+01:00,292,2015,23,Monday
['Robin Davis'],Lunch,2018-12-11 13:00:00+01:00,234,2018,16,Sunday
['Krista Mercer'],Lunch,2014-11-17 14:00:00+01:00,681,2014,19,Wednesday
['Cynthia Mcintire'],Breakfast,2017-12-04 09:00:00+01:00,478,2017,3,Sunday
['Cynthia Mcintire'],Lunch,2015-09-16 14:00:00+02:00,546,2015,19,Saturday
['Krista Mercer'],Lunch,2017-02-27 12:00:00+01:00,93,2017,28,Tuesday
['Cynthia Mcintire'],Lunch,2014-03-07 14:00:00+01:00,270,2014,5,Wednesday
['Cynthia Mcintire'],Breakfast,2017-08-28 07:00:00+02:00,656,2017,26,Saturday
['Cynthia Mcintire'],Lunch,2014-07-16 12:00:00+02:00,140,2014,15,Tuesday
['Krista Mercer'],Lunch,2018-10-15 14:00:00+02:00,68,2018,14,Sunday
['Cynthia Mcintire'],Lunch,2015-12-16 13:00:00+01:00,326,2015,19,Saturday
['Cynthia Mcintire'],Lunch,2018-02-02 14:00:00+01:00,595,2018,1,Thursday
['Emma Savage' 'Constance Lesley' 'Raymond Johnson'],Dinner,2016-05-01 21:00:00+02:00,565,2016,27,Wednesday
['Emma Savage'],Dinner,2017-04-30 22:00:00+02:00,428,2017,29,Saturday
['Emma Savage'],Dinner,2017-06-18 22:00:00+02:00,406,2017,17,Saturday
['Constance Lesley'],Breakfast,2017-04-13 09:00:00+02:00,376,2017,9,Sunday
['Troy Flynn' 'Raymond Johnson' 'Emma Savage' 'Constance Lesley'],Dinner,2018-05-15 20:00:00+02:00,81,2018,12,Saturday
['Troy Flynn' 'Emma Savage' 'Jason Rosen' 'Constance Lesley'],Lunch,2014-03-10 13:00:00+01:00,694,2014,12,Wednesday
['Stephanie Harris' 'Rhonda Post' 'Ima Hinds'],Breakfast,2016-07-11 07:00:00+02:00,342,2016,14,Thursday
['Rhonda Post' 'Stephanie Harris'],Dinner,2015-02-22 20:00:00+01:00,300,2015,18,Wednesday
['Stephanie Harris' 'Matthew Fry' 'Ima Hinds' 'Jeffrey Cadwell'],Dinner,2014-07-27 20:00:00+02:00,408,2014,28,Monday
['Jeffrey Cadwell'],Dinner,2015-02-20 21:00:00+01:00,878,2015,23,Monday
['Matthew Fry'],Breakfast,2014-09-10 07:00:00+02:00,144,2014,14,Sunday
['Jeffrey Cadwell' 'Matthew Fry' 'Stephanie Harris' 'Rhonda Post'],Dinner,2018-02-18 22:00:00+01:00,713,2018,18,Sunday
['Ima Hinds'],Lunch,2018-11-16 12:00:00+01:00,278,2018,19,Monday
['Jeffrey Cadwell' 'Ima Hinds'],Lunch,2017-11-24 12:00:00+01:00,121,2017,24,Friday
['Rhonda Post' 'Jeffrey Cadwell' 'Stephanie Harris'],Breakfast,2016-08-25 08:00:00+02:00,236,2016,23,Tuesday
['Matthew Fry'],Lunch,2016-10-12 13:00:00+02:00,31,2016,17,Monday
['Matthew Fry' 'Ima Hinds' 'Jeffrey Cadwell' 'Stephanie Harris'],Lunch,2016-09-22 14:00:00+02:00,789,2016,26,Monday
['Dawn Petrich'],Dinner,2014-10-04 22:00:00+02:00,501,2014,2,Thursday
['Jeffrey Rogalski'],Breakfast,2014-12-16 07:00:00+01:00,491,2014,21,Sunday
['Jeffrey Rogalski'],Breakfast,2018-03-22 07:00:00+01:00,62,2018,23,Friday
['Jeffrey Rogalski'],Dinner,2015-02-04 20:00:00+01:00,307,2015,5,Thursday
['Dawn Petrich'],Dinner,2014-01-11 22:00:00+01:00,725,2014,10,Friday
['Dawn Petrich'],Breakfast,2016-12-13 09:00:00+01:00,432,2016,12,Monday
['Jeffrey Rogalski'],Breakfast,2016-10-24 07:00:00+02:00,221,2016,20,Thursday
['Jeffrey Rogalski'],Dinner,2015-04-23 22:00:00+02:00,483,2015,19,Sunday
['Jeffrey Rogalski'],Lunch,2018-11-18 12:00:00+01:00,426,2018,21,Wednesday
['Dawn Petrich'],Lunch,2015-08-30 12:00:00+02:00,923,2015,31,Monday
['Dawn Petrich'],Lunch,2017-09-26 13:00:00+02:00,531,2017,1,Sunday
['Jeffrey Rogalski'],Dinner,2016-09-12 22:00:00+02:00,471,2016,10,Saturday
['Dawn Petrich'],Breakfast,2016-12-12 09:00:00+01:00,507,2016,15,Thursday
['Jeffrey Rogalski'],Dinner,2016-06-09 22:00:00+02:00,656,2016,10,Friday
['Bruce Tanner'],Lunch,2018-05-12 14:00:00+02:00,654,2018,12,Saturday
['Charles Richardt'],Breakfast,2014-11-30 07:00:00+01:00,145,2014,2,Tuesday
['Charles Richardt'],Dinner,2014-11-12 22:00:00+01:00,761,2014,17,Monday
['Charles Richardt'],Lunch,2015-06-11 13:00:00+02:00,400,2015,15,Monday
['Charles Richardt'],Dinner,2015-04-19 20:00:00+02:00,418,2015,17,Friday
['Bruce Tanner'],Lunch,2018-03-22 14:00:00+01:00,248,2018,21,Wednesday
['Bruce Tanner'],Lunch,2018-08-26 13:00:00+02:00,223,2018,24,Friday
['Bruce Tanner'],Lunch,2018-12-07 14:00:00+01:00,777,2018,4,Tuesday
['Bruce Tanner'],Lunch,2018-11-01 14:00:00+01:00,85,2018,3,Saturday
['Bruce Tanner'],Breakfast,2015-11-04 07:00:00+01:00,592,2015,2,Monday
['Charles Richardt'],Dinner,2018-07-23 20:00:00+02:00,185,2018,24,Tuesday
['Bruce Tanner'],Dinner,2015-08-24 22:00:00+02:00,313,2015,22,Saturday
['Tracey Goodman'],Lunch,2015-09-04 14:00:00+02:00,206,2015,2,Wednesday
['Tracey Goodman'],Lunch,2014-05-10 13:00:00+02:00,577,2014,15,Thursday
['Tracey Goodman'],Lunch,2017-11-10 13:00:00+01:00,23,2017,11,Saturday
['Tracey Goodman'],Breakfast,2018-10-30 09:00:00+01:00,313,2018,4,Sunday
['Anita Ward' 'Tracey Goodman'],Breakfast,2015-08-11 08:00:00+02:00,185,2015,16,Sunday
['Anita Ward'],Breakfast,2018-09-17 08:00:00+02:00,214,2018,15,Saturday
['Tracey Goodman'],Breakfast,2016-02-10 09:00:00+01:00,148,2016,13,Saturday
['Anita Ward' 'Ramona Phanco'],Lunch,2018-01-02 12:00:00+01:00,316,2017,29,Friday
['Anna Rutledge'],Breakfast,2015-06-02 08:00:00+02:00,784,2015,4,Thursday
['Anna Rutledge'],Lunch,2016-09-20 14:00:00+02:00,206,2016,22,Thursday
['Anna Rutledge'],Dinner,2017-01-09 22:00:00+01:00,59,2017,7,Saturday
['Anna Rutledge'],Dinner,2018-10-09 20:00:00+02:00,472,2018,8,Monday
['Cheri Barton' 'James Foret' 'John Shea' 'Grace Rule'],Dinner,2016-12-27 22:00:00+01:00,473,2016,28,Wednesday
['Cheri Barton' 'Grace Rule' 'Kelly Taylor' 'Judith Boucher'],Lunch,2017-05-07 13:00:00+02:00,261,2017,3,Wednesday
['Cheri Barton' 'Judith Boucher' 'James Foret' 'Grace Rule'],Lunch,2015-11-15 14:00:00+01:00,495,2015,11,Wednesday
['John Shea' 'Kelly Taylor'],Dinner,2016-06-21 22:00:00+02:00,581,2016,26,Sunday
['James Foret' 'Cheri Barton' 'Kelly Taylor' 'John Shea'],Breakfast,2015-11-30 09:00:00+01:00,183,2015,5,Saturday
['Judith Boucher' 'James Foret'],Breakfast,2017-03-23 08:00:00+01:00,13,2017,27,Monday
['Bobby Bolin'],Dinner,2016-11-17 20:00:00+01:00,590,2016,15,Tuesday
['Holly Kaufman' 'Kevin Evans'],Breakfast,2015-09-26 09:00:00+02:00,33,2015,26,Saturday
['Donna Osborn' 'Kevin Evans'],Breakfast,2018-02-24 09:00:00+01:00,142,2018,25,Sunday
['Bobby Bolin' 'Joann Hayes'],Lunch,2016-08-06 13:00:00+02:00,45,2016,9,Tuesday
['Bobby Bolin' 'Joann Hayes'],Dinner,2015-02-10 22:00:00+01:00,241,2015,10,Tuesday
['Joann Hayes'],Lunch,2015-07-16 14:00:00+02:00,525,2015,20,Monday
['Mildred Bopp' 'Edna Moore'],Lunch,2018-02-25 12:00:00+01:00,17,2018,28,Wednesday
['Edna Moore'],Dinner,2014-04-09 21:00:00+02:00,201,2014,13,Sunday
['Leonard Mascia' 'John Ham' 'Mildred Bopp' 'Debbie Marks'],Breakfast,2015-12-20 09:00:00+01:00,414,2015,22,Tuesday
['Debbie Marks' 'John Ham'],Breakfast,2016-02-11 09:00:00+01:00,433,2016,8,Monday
['Mildred Bopp'],Breakfast,2015-08-29 07:00:00+02:00,87,2015,29,Saturday
['Dominic Lake'],Breakfast,2014-11-29 09:00:00+01:00,192,2014,25,Tuesday
['Jenna Gebo' 'Johnie Mackenzie'],Dinner,2016-05-16 20:00:00+02:00,27,2016,12,Thursday
['Jenna Gebo' 'Juliana Taylor' 'Louie Oaks' 'Karen Lambert' 'Dominic Lake'],Lunch,2017-12-28 14:00:00+01:00,451,2017,30,Saturday
['Johnie Mackenzie' 'Karen Lambert' 'Juliana Taylor'],Dinner,2015-03-06 20:00:00+01:00,289,2015,10,Tuesday
['Louie Oaks'],Dinner,2017-10-26 20:00:00+02:00,154,2017,30,Monday
['Louie Oaks'],Dinner,2014-07-11 21:00:00+02:00,668,2014,13,Sunday
['Karen Lambert' 'Dominic Lake'],Lunch,2017-05-10 12:00:00+02:00,464,2017,11,Thursday
['Juliana Taylor'],Lunch,2016-08-17 13:00:00+02:00,592,2016,15,Monday
"['Juliana Taylor' 'Dominic Lake' 'Louie Oaks' 'Johnie Mackenzie'
 'Jenna Gebo']",Lunch,2017-01-22 13:00:00+01:00,675,2017,26,Thursday
['Dominic Lake' 'Juliana Taylor' 'Karen Lambert' 'Jenna Gebo' 'Louie Oaks'],Breakfast,2017-06-07 09:00:00+02:00,836,2017,8,Thursday
['Michael Pentek'],Dinner,2014-05-26 21:00:00+02:00,533,2014,26,Monday
['Michael Pentek'],Breakfast,2018-03-16 07:00:00+01:00,900,2018,17,Saturday
['Michael Pentek'],Dinner,2016-11-12 21:00:00+01:00,450,2016,12,Saturday
['Michael Pentek'],Lunch,2017-02-11 13:00:00+01:00,372,2017,15,Wednesday
['Michael Pentek'],Breakfast,2016-08-14 09:00:00+02:00,398,2016,13,Saturday
['Michael Pentek'],Breakfast,2018-05-10 07:00:00+02:00,108,2018,9,Wednesday
['Michael Pentek'],Breakfast,2016-12-14 08:00:00+01:00,205,2016,11,Sunday
['Michael Pentek'],Breakfast,2018-05-01 09:00:00+02:00,135,2018,28,Saturday
['Michael Pentek'],Breakfast,2016-05-02 08:00:00+02:00,236,2016,4,Wednesday
['Michael Pentek'],Lunch,2016-06-29 13:00:00+02:00,120,2016,27,Monday
['Michael Pentek'],Dinner,2015-12-19 22:00:00+01:00,706,2015,19,Saturday
['Victor Kolb' 'Doris Kelly'],Dinner,2014-03-22 21:00:00+01:00,85,2014,21,Friday
['Jonathan Staggers' 'Evelyn Howard' 'Cindy Fornili' 'Victor Kolb'],Lunch,2015-06-09 14:00:00+02:00,515,2015,12,Friday
['Victor Kolb'],Lunch,2017-08-11 14:00:00+02:00,652,2017,8,Tuesday
['Victor Kolb' 'Doris Kelly' 'April Kuhn'],Lunch,2018-03-21 12:00:00+01:00,553,2018,23,Friday
"['Evelyn Howard' 'Jonathan Staggers' 'Doris Kelly' 'Victor Kolb'
 'April Kuhn']",Breakfast,2015-02-24 09:00:00+01:00,140,2015,21,Saturday
['Victor Kolb'],Dinner,2014-01-15 22:00:00+01:00,645,2014,14,Tuesday
['April Kuhn' 'Doris Kelly' 'Victor Kolb'],Lunch,2017-08-17 12:00:00+02:00,678,2017,17,Thursday
"['Victor Kolb' 'Evelyn Howard' 'Doris Kelly' 'Cindy Fornili'
 'Jonathan Staggers']",Breakfast,2018-11-23 07:00:00+01:00,813,2018,19,Monday
['Doris Kelly' 'April Kuhn' 'Cindy Fornili'],Dinner,2016-04-12 21:00:00+02:00,139,2016,14,Thursday
['Cindy Fornili' 'Doris Kelly' 'Victor Kolb' 'April Kuhn'],Lunch,2016-12-25 13:00:00+01:00,646,2016,26,Monday
['Jonathan Staggers'],Lunch,2015-10-18 13:00:00+02:00,688,2015,17,Saturday
['Jonathan Staggers'],Breakfast,2016-07-29 07:00:00+02:00,135,2016,28,Thursday
['Stephen Pierce'],Dinner,2015-09-29 21:00:00+02:00,814,2015,28,Monday
['Bobbie Mcdaniel' 'Stephen Pierce'],Lunch,2018-12-09 12:00:00+01:00,632,2018,9,Sunday
['Bobbie Mcdaniel'],Lunch,2018-08-31 13:00:00+02:00,220,2018,30,Thursday
['Bobbie Mcdaniel'],Lunch,2016-06-24 13:00:00+02:00,518,2016,24,Friday
['Bobbie Mcdaniel'],Dinner,2017-05-28 22:00:00+02:00,104,2017,2,Friday
['Selma Curley'],Dinner,2017-06-18 20:00:00+02:00,605,2017,17,Saturday
['Stephen Pierce'],Breakfast,2018-08-12 08:00:00+02:00,652,2018,17,Friday
['Selma Curley' 'Stephen Pierce'],Lunch,2016-09-08 13:00:00+02:00,169,2016,10,Saturday
['Bobbie Mcdaniel'],Dinner,2015-01-29 20:00:00+01:00,171,2015,3,Tuesday
['Stephen Pierce' 'Selma Curley'],Dinner,2017-01-18 22:00:00+01:00,606,2017,23,Monday
['Jeff Webster' 'Dean Howerton' 'Priscilla Rodriquez'],Breakfast,2017-05-06 09:00:00+02:00,489,2017,4,Thursday
['Susan Evans' 'Dean Howerton'],Dinner,2018-04-18 21:00:00+02:00,623,2018,21,Saturday
['Dean Howerton'],Breakfast,2016-11-22 09:00:00+01:00,280,2016,24,Thursday
['Susan Evans' 'Jeff Webster'],Breakfast,2018-04-16 07:00:00+02:00,627,2018,15,Sunday
['Dean Howerton'],Breakfast,2016-12-04 09:00:00+01:00,509,2016,8,Thursday
['Jeff Webster' 'Dean Howerton'],Dinner,2016-04-18 22:00:00+02:00,75,2016,14,Thursday
['Susan Evans' 'Priscilla Rodriquez'],Breakfast,2015-01-21 09:00:00+01:00,256,2015,24,Saturday
['Susan Evans'],Breakfast,2014-10-21 08:00:00+02:00,253,2014,17,Friday
['Dean Howerton' 'Jeff Webster' 'Priscilla Rodriquez'],Lunch,2014-08-20 13:00:00+02:00,754,2014,22,Friday
['Dean Howerton'],Dinner,2014-10-24 22:00:00+02:00,444,2014,23,Thursday
['Priscilla Rodriquez' 'Susan Evans' 'Jeff Webster'],Dinner,2018-05-04 21:00:00+02:00,52,2018,3,Thursday
['Shirley Draper'],Breakfast,2016-03-04 08:00:00+01:00,381,2016,9,Wednesday
['Shirley Draper'],Dinner,2014-02-18 20:00:00+01:00,789,2014,17,Monday
['Fredrick Grant'],Dinner,2014-10-31 22:00:00+01:00,79,2014,4,Tuesday
['Shirley Draper'],Lunch,2014-06-02 12:00:00+02:00,370,2014,2,Monday
['Shirley Draper'],Breakfast,2015-06-24 09:00:00+02:00,518,2015,24,Wednesday
['Shirley Draper'],Dinner,2014-09-05 21:00:00+02:00,358,2014,1,Monday
['Fredrick Grant'],Breakfast,2015-03-25 07:00:00+01:00,208,2015,29,Sunday
['Fredrick Grant'],Dinner,2018-02-23 21:00:00+01:00,29,2018,21,Wednesday
['Fredrick Grant'],Dinner,2014-06-29 20:00:00+02:00,207,2014,27,Friday
['Fredrick Grant'],Lunch,2018-01-03 14:00:00+01:00,187,2018,3,Wednesday
['Fredrick Grant'],Dinner,2016-03-22 20:00:00+01:00,320,2016,19,Saturday
['Fredrick Grant'],Lunch,2017-01-06 14:00:00+01:00,714,2017,9,Monday
['Shirley Draper'],Breakfast,2016-02-10 07:00:00+01:00,931,2016,12,Friday
['Shirley Draper'],Dinner,2014-02-02 21:00:00+01:00,549,2014,2,Sunday
['Fredrick Grant'],Lunch,2018-10-08 12:00:00+02:00,35,2018,8,Monday
['Carlo White'],Lunch,2015-07-27 12:00:00+02:00,19,2015,29,Wednesday
['Carlo White'],Lunch,2014-06-04 12:00:00+02:00,564,2014,1,Sunday
['Carlo White'],Dinner,2015-02-21 20:00:00+01:00,372,2015,23,Monday
['Carlo White'],Lunch,2014-04-19 13:00:00+02:00,379,2014,20,Sunday
['Henry Ross'],Dinner,2016-08-28 20:00:00+02:00,735,2016,2,Friday
['Carlo White'],Breakfast,2018-01-01 07:00:00+01:00,437,2017,28,Thursday
['Carlo White'],Lunch,2016-12-13 12:00:00+01:00,208,2016,11,Sunday
['Carlo White'],Breakfast,2014-10-28 07:00:00+01:00,52,2014,28,Tuesday
['Carlo White'],Breakfast,2018-05-08 09:00:00+02:00,432,2018,7,Monday
['Vera Johnson'],Lunch,2018-12-22 13:00:00+01:00,773,2018,18,Tuesday
['Tammy Holdridge'],Breakfast,2017-03-04 09:00:00+01:00,162,2017,1,Wednesday
['Tammy Holdridge' 'Vera Johnson'],Dinner,2017-09-04 20:00:00+02:00,370,2017,1,Friday
['Ruth Price'],Lunch,2015-05-13 14:00:00+02:00,340,2015,10,Sunday
"['Vera Johnson' 'Ruth Price' 'Walter Cloutier' 'Tammy Holdridge'
 'Ronald Benjamin']",Dinner,2014-08-23 22:00:00+02:00,399,2014,19,Tuesday
['James Blouin'],Dinner,2016-11-15 20:00:00+01:00,380,2016,11,Friday
['Walter Cloutier'],Dinner,2015-04-02 22:00:00+02:00,324,2015,31,Tuesday
['James Blouin' 'Walter Cloutier' 'Vera Johnson' 'Ronald Benjamin'],Dinner,2018-11-01 21:00:00+01:00,514,2018,31,Wednesday
['Walter Cloutier' 'Vera Johnson' 'Tammy Holdridge' 'Ruth Price'],Lunch,2014-01-03 14:00:00+01:00,237,2014,3,Friday
['Ronald Benjamin'],Lunch,2018-10-21 13:00:00+02:00,250,2018,17,Wednesday
['Jesse Debolt' 'William Watson'],Dinner,2016-11-28 22:00:00+01:00,287,2016,1,Thursday
['William Watson'],Dinner,2018-07-02 22:00:00+02:00,240,2018,2,Monday
['Jesse Debolt'],Breakfast,2014-07-13 08:00:00+02:00,182,2014,18,Friday
['William Watson'],Breakfast,2014-08-08 09:00:00+02:00,210,2014,7,Thursday
['Gerald Sanmartin' 'Jesse Debolt'],Lunch,2016-07-02 13:00:00+02:00,674,2016,5,Tuesday
['Gerald Sanmartin'],Breakfast,2015-07-29 09:00:00+02:00,401,2015,2,Sunday
['Jesse Debolt'],Breakfast,2016-09-15 08:00:00+02:00,239,2016,11,Sunday
['Jesse Debolt'],Dinner,2015-10-03 21:00:00+02:00,118,2015,30,Wednesday
['Jesse Debolt'],Dinner,2016-03-20 22:00:00+01:00,269,2016,23,Wednesday
['William Watson'],Lunch,2016-11-05 12:00:00+01:00,592,2016,5,Saturday
['Gerald Sanmartin' 'William Watson'],Breakfast,2016-08-13 09:00:00+02:00,195,2016,18,Thursday
['Gerald Sanmartin'],Dinner,2014-05-29 22:00:00+02:00,831,2014,26,Monday
['Gerald Sanmartin'],Lunch,2014-06-12 13:00:00+02:00,580,2014,9,Monday
['William Watson'],Lunch,2016-08-01 14:00:00+02:00,780,2016,4,Thursday
['Diane Cole' 'Robert Cornett'],Breakfast,2014-08-07 07:00:00+02:00,675,2014,12,Tuesday
['Diane Cole' 'Robert Cornett'],Lunch,2017-04-27 13:00:00+02:00,478,2017,30,Sunday
['Robert Cornett'],Dinner,2018-03-21 22:00:00+01:00,873,2018,23,Friday
['Robert Cornett' 'Diane Cole'],Lunch,2014-12-22 14:00:00+01:00,564,2014,18,Thursday
['Diane Cole'],Breakfast,2018-10-12 08:00:00+02:00,827,2018,8,Monday
['Robert Cornett'],Dinner,2015-08-30 21:00:00+02:00,553,2015,1,Tuesday
['Robert Pedraza'],Lunch,2016-07-26 12:00:00+02:00,597,2016,28,Thursday
['Robert Cornett'],Lunch,2017-09-07 12:00:00+02:00,370,2017,4,Monday
['Robert Cornett' 'Diane Cole'],Breakfast,2017-02-25 09:00:00+01:00,478,2017,1,Wednesday
['Michael Westerberg'],Lunch,2015-12-19 14:00:00+01:00,268,2015,17,Thursday
['Tracy Jensen'],Breakfast,2014-08-16 08:00:00+02:00,700,2014,21,Thursday
['Michelle Segovia'],Lunch,2017-02-01 14:00:00+01:00,809,2017,28,Saturday
['Michael Westerberg' 'Robert Murphy' 'Michelle Segovia' 'Tanya Moore'],Dinner,2016-08-28 22:00:00+02:00,264,2016,25,Thursday
['Tanya Moore'],Breakfast,2017-04-08 09:00:00+02:00,41,2017,8,Saturday
['Michelle Segovia'],Breakfast,2018-06-25 07:00:00+02:00,197,2018,22,Friday
['Tanya Moore'],Dinner,2017-12-13 21:00:00+01:00,237,2017,14,Thursday
['Michael Westerberg'],Breakfast,2017-07-04 08:00:00+02:00,733,2017,6,Thursday
['Tanya Moore' 'Tracy Jensen' 'Michelle Segovia'],Dinner,2014-02-19 21:00:00+01:00,520,2014,24,Monday
['Robert Murphy'],Dinner,2015-05-26 20:00:00+02:00,382,2015,29,Friday
['Amy Boothe'],Lunch,2016-03-23 12:00:00+01:00,226,2016,21,Monday
['Marva Cormier' 'Amy Boothe'],Breakfast,2019-01-03 08:00:00+01:00,377,2018,31,Monday
['Carol Said' 'Amy Boothe'],Breakfast,2018-11-27 09:00:00+01:00,559,2018,24,Saturday
['Amy Boothe' 'Marva Cormier'],Lunch,2018-08-06 12:00:00+02:00,374,2018,9,Thursday
['Carol Said' 'Amy Boothe' 'Marva Cormier'],Lunch,2014-06-15 12:00:00+02:00,490,2014,16,Monday
['Marva Cormier'],Dinner,2014-01-22 22:00:00+01:00,29,2014,27,Monday
['Carol Said'],Lunch,2014-04-17 14:00:00+02:00,661,2014,17,Thursday
['Maureen Yucha'],Breakfast,2014-02-18 08:00:00+01:00,420,2014,21,Friday
['Maureen Yucha'],Lunch,2015-10-16 14:00:00+02:00,23,2015,17,Saturday
['Carol Said' 'Amy Boothe' 'Maureen Yucha' 'Marva Cormier'],Dinner,2016-01-03 20:00:00+01:00,367,2016,4,Monday
['Nick Robison'],Lunch,2018-01-08 13:00:00+01:00,301,2018,13,Saturday
['John Robinson'],Dinner,2014-06-28 21:00:00+02:00,256,2014,3,Thursday
['John Robinson'],Breakfast,2017-04-19 07:00:00+02:00,482,2017,16,Sunday
['John Robinson'],Lunch,2014-01-16 13:00:00+01:00,733,2014,19,Sunday
['Charles Purpura'],Dinner,2017-01-17 20:00:00+01:00,110,2017,16,Monday
['Nick Robison' 'Charles Purpura'],Lunch,2016-01-10 12:00:00+01:00,66,2016,14,Thursday
['Nick Robison' 'Charles Purpura'],Dinner,2017-02-09 21:00:00+01:00,514,2017,10,Friday
['Nick Robison'],Lunch,2018-07-27 14:00:00+02:00,214,2018,28,Saturday
['Nick Robison' 'John Robinson'],Breakfast,2018-04-09 07:00:00+02:00,311,2018,7,Saturday
['Rose Ford' 'Leo Garbe' 'Cynthia Murphy' 'Mary Earwood' 'John Payne'],Lunch,2015-12-02 13:00:00+01:00,65,2015,4,Friday
"['Leo Garbe' 'Charles Arredondo' 'Mary Earwood' 'Rose Ford'
 'Cynthia Murphy']",Breakfast,2016-09-28 09:00:00+02:00,264,2016,26,Monday
['John Payne' 'Charles Arredondo' 'Mary Earwood'],Breakfast,2014-12-07 09:00:00+01:00,710,2014,8,Monday
['Mary Earwood' 'Leo Garbe' 'Cynthia Murphy' 'John Payne'],Dinner,2016-06-07 22:00:00+02:00,581,2016,3,Friday
['Mary Earwood' 'Cynthia Murphy'],Dinner,2015-04-21 22:00:00+02:00,346,2015,17,Friday
['Cynthia Murphy' 'Charles Arredondo' 'Rose Ford' 'Leo Garbe'],Breakfast,2015-04-04 09:00:00+02:00,131,2015,8,Wednesday
['Cynthia Murphy'],Breakfast,2014-04-20 07:00:00+02:00,466,2014,25,Friday
['Leo Garbe' 'John Payne' 'Mary Earwood'],Dinner,2014-03-29 21:00:00+01:00,749,2014,28,Friday
['Charles Arredondo'],Breakfast,2014-05-23 09:00:00+02:00,859,2014,25,Sunday
['Richard Timmerman'],Breakfast,2016-02-19 08:00:00+01:00,90,2016,19,Friday
['Joel Nolte'],Dinner,2018-06-27 21:00:00+02:00,525,2018,26,Tuesday
['Joel Nolte'],Dinner,2015-05-25 22:00:00+02:00,903,2015,23,Saturday
['Joel Nolte'],Breakfast,2016-03-03 07:00:00+01:00,204,2016,3,Thursday
['Joel Nolte'],Breakfast,2014-06-03 07:00:00+02:00,759,2014,6,Friday
['Joel Nolte'],Lunch,2014-03-28 13:00:00+01:00,740,2014,2,Wednesday
['Richard Timmerman'],Breakfast,2014-08-19 08:00:00+02:00,409,2014,24,Sunday
